episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
370.03,0.0,1.0,100.0,61.0,61.0,370,0.03,Act Three. Disturbing The Peace Train.,Nancy Updike,"
There's this haven on the U.S. railroad—the Amtrak Quiet Car. You can't yammer on your cell phone in the Quiet Car, or yuck it up with your friends, or even talk above a murmur. For This American Life Producer Nancy Updike, who commutes between New York and Washington, D.C., it's bliss. But then Nancy began to notice that the more she rode the Quiet Car, the more she was becoming like an enforcer in a fascist fraternity. (18 minutes)Funny • Travel Nancy Updike
 "
372.03,100.0,1.0,100.0,708.0,708.0,372,0.03,Act Three. Lions And Lambs.,Ira Glass,"
When Barack Obama chose Rick Warren of Saddleback Church to give a prayer at his inauguration, gay and lesbian groups cried foul, because of Warren's past remarks about homosexuality and gay marriage. But Rick Warren's constituents—Christian conservatives—also got angry. Ira talks to Dr. Joel Hunter, who's having déjà vu over the whole thing. He's a conservative pastor who Obama chose to give the benediction at the Democratic National Convention. (7 minutes)Politics • Religion Ira Glass
 "
372.05,0.0,1.0,100.0,914.0,914.0,372,0.05,Act Five. On the Court With the Clock Running Down.,Sarah Koenig,"
Barack Obama's transition team made it clear this week that the incoming president plans to order the closing of the Guantanamo Bay detention camp on his first full day in office. It's also likely that he'll immediately suspend the military commissions held there—the special courts the military set up in Guantanamo that have been widely criticized as unfair to the detainees. This American Life Producer Sarah Koenig talked to one of the military lawyers currently defending a Guantanamo detainee about all this—what's going on there, and what should happen next. (9 minutes) Legal System • Terrorism Sarah Koenig
 "
351.02,100.0,1.0,100.0,1077.0,1077.0,351,0.02,Act Two. Punk In A Grey Flannel Suit.,Ira Glass,"
A mortgage broker named David Philp discovers that his old punk band from the 1970s is hot in Japan. He decides to leave corporate life and revisit his teenage years by going back on tour, playing music for the first time in two decades. (12 minutes) Music • Teenagers Ira Glass
 "
349.03,100.0,1.0,100.0,11.0,11.0,349,0.03,Act Three. Istanbul.,Ian Brown,"
Ian Brown of the Canadian Broadcasting Corporation on the normal struggle most people experience when they try to stay monogamous. Parts of Ian's story are excerpted from his book, Man Medium Rare. (12 minutes) Love • Relationships • Sexuality Ian Brown
 "
346.02,0.0,1.0,100.0,2782.0,2782.0,346,0.02,Act Two. Boy Interrupted.,Sarah Koenig,"
Growing up, Clevins Browne moved all over New York with his mother, in
different apartments and homeless shelters. But that all changed when he was
12, and they got an apartment in a public housing complex in Brooklyn. Then,
when he had just turned 15, his mom collapsed in pain while they were
watching TV at home. Clevins called 911, and then hid in the closet, so he
wouldn't be taken away by child services. He stayed in the apartment by
himself—with no money, hardly any food—until his mother came home from
the hospital: Five months later. Clevins talked to This American Life
producer Sarah Koenig, about how he survived. (22 minutes) Childhood • Homelessness • Housing Sarah Koenig
 
Song:
""Space Kay"", Daniel Lanois
 
"
343.02,100.0,1.0,100.0,1036.0,1036.0,343,0.02,Act Two. Last Meal.,Mike Paterniti,"
When Francois Mitterand knew he was about to die, he decided that the last food to cross his lips would be poultry...a tiny bird that is actually illegal to eat in France. It's a bird that, by tradition, is eaten with a napkin covering your head. Writer Michael Paterniti set out for France to try the contraband capon himself. (11 minutes) Animals • Death • Food/Drinks/Cooking Mike Paterniti
 "
326.01,100.0,1.0,100.0,2829.0,2829.0,326,0.01,Act One. Gamester Of Ireland Is Fine.,Ronan Kelly,"
Roger Dowds won several hundred thousand pounds on the Irish version of Who Wants to be a Millionaire, which is why Ronan Kelly, the host an Irish public radio program, first went to interview him. During their talk together, it became clear that Roger was a very unlikely game show champion. Ronan's story about Roger Dowds first appeared on his own program called Flux. It came to the attention of This American Life after winning a prize at the Third Coast International Audio Festival. (26 minutes) Education • Television Ronan Kelly
 
Song:
""Reflexos"", Luiz Eca
 
"
327.02,100.0,1.0,100.0,2465.0,2465.0,327,0.02,Act Two. Kill The Messengers.,Ira Glass,"
Basim, an Iraqi national, worked as an interpreter for the U.S. Army. He talks with host Ira Glass about the time he had to purposely mistranslate in order to keep a situation from turning violent, as well as the day interpreters became the prime targets for insurgent assassins—even more prized than American soldiers. (22 minutes) Iraq • War Ira Glass
 
Song:
""Don't Let Me Be Misunderstood"", Nina Simone
 
"
329.02,100.0,1.0,100.0,1781.0,1781.0,329,0.02,Act Two. Show Me The Annuity.,Alex Blumberg,"
This American Life producer Alex Blumberg talks with Ed Ugel, who had a very unusual dream job: He bought jackpots from lottery winners. When you win the lottery, your prize is often paid out in yearly installments. And Ed would offer winners a lump sum in exchange for their yearly checks. He's talked with thousands of lottery winners, and the vast majority, he says, wish they'd never won. Ed wrote a book about his years in the ""lump sum industry"" called Money for Nothing: One Man's Journey through the Dark Side of Lottery Millions. (19 minutes) Gambling • Jobs/Employment • Personal Finance Alex Blumberg
 
Song:
""Work Song"", Vince Gueraldi
 
"
329.03,0.0,1.0,100.0,150.0,150.0,329,0.03,Act Three. The Homesick Explorer.,Sarah Vowell,"
This American Life contributor Sarah Vowell tells the story of a mapmaker named Charles Preuss who charted the Western Territories with two of American history's legendary explorers—John Charles Fremont and Kit Carson. The maps Preuss made were best sellers and helped open the Western frontier to settlement. But, as he wrote in the diary he kept while in the wilderness, he hated pretty much every minute of the expedition. Actor Dermot Mulroney reads excerpts from Preuss's diary. Sarah Vowell is the author, most recently, of Assassination Vacation. (8 minutes) Funny • History Sarah Vowell
 
Song:
""Desert Blues"", Jimmie Rodgers
 
"
331.01,100.0,1.0,100.0,1652.0,1652.0,331,0.01,Act One. There's No U.s. In Habeas.,Jack Hitt,"
Jack Hitt explains how President Bush's War on Terror changed the rules for prisoners of war and how it is that under those rules, it'd be possible that someone whose classified file declares that they pose no threat to the United States could still be locked up indefinitely—potentially forever!—at Guantanamo. (30 minutes). Criminal Justice • Legal System • Terrorism Jack Hitt
 "
331.02,100.0,1.0,100.0,316.0,316.0,331,0.02,"Act Two. September 11th, 1660.",Jon Ronson,"
Habeas corpus began in England. And recently, 175 members of the British parliament filed a ""friend of the court"" brief in one of the U.S. Supreme Court cases on habeas and Guantanamo—apparently, the first time in Supreme Court history that's happened. In their brief, the members of Parliament warn about the danger of suspending habeas: ""During the British Civil War, the British created their own version of Guantanamo Bay and dispatched undesirable prisoners to garrisons off the mainland, beyond the reach of habeas corpus relief."" In London, reporter Jon Ronson, author of Them: Adventures with Extremists, goes in search of what happened. (7 minutes) Criminal Justice • History • Legal System Jon Ronson
 "
331.03,100.0,1.0,100.0,1574.0,1574.0,331,0.03,Act Three. We Interrogate The Detainees.,Jack Hitt,"
Although more than 200 prisoners from the U.S. facility at Guantanamo Bay have been released, few of them have ever been interviewed on radio or on television in America. Jack Hitt conducts rare and surprising interviews with two former Guantanamo detainees about life in Guantanamo. (20 minutes) Criminal Justice • Legal System • Terrorism Jack Hitt
 "
332.02,100.0,1.0,100.0,335.0,335.0,332,0.02,Commandment Four. Keep The Sabbath Holy.,Ira Glass,"
Six houses of worship in six different cities, each with its own way of honoring the Sabbath. (3 minutes) Religion Ira Glass
 "
332.04,100.0,1.0,100.0,761.0,761.0,332,0.04,Commandment Six. You Shall Not Murder.,Alex Blumberg,"
TAL producer Alex Blumberg talks to Lt. Col. Lyn Brown, a U.S. Army Reserve chaplain who served two tours in Iraq. Brown talks about what ""thou shall not kill"" means to soldiers on the battlefield. (8 minutes) Iraq • Religion • War Alex Blumberg
 
Song:
""Kish"", David Byrne 
 
"
332.05,100.0,1.0,100.0,441.0,441.0,332,0.05,Commandment Seven. You Shall Not Commit Adultery.,David Ellis Dickerson,"
In the book of Matthew, Jesus says that looking lustfully at a woman is like committing adultery in your heart. Contributor David Ellis Dickerson was raised as an evangelical Christian, and for many years tried not to have a single lustful thought. (9 minutes) Funny • Religion • Sexuality David Ellis Dickerson
 "
332.06,100.0,1.0,100.0,254.0,254.0,332,0.06,Commandment Eight. You Shall Not Steal.,Ira Glass,"
Ira talks to a waiter named Hassan at Liebman's Deli in the Bronx about some audacious thefts he's witnessed in his years in the restaurant business. (3 minutes) Crime Ira Glass
 "
333.01,0.0,1.0,100.0,1438.0,1438.0,333,0.01,Act One. Cassandra.,Nancy Updike,"
This American Life producer Nancy Updike tells the story of Conrad Crane, the head of the U.S. Army Military History Institute. Along with Andrew Terrill, he was commissioned by the Army to look at previous post-war occupations and give advice about how to stabilize and reconstruct post-war Iraq. The booklet they produced, which includes nine pages of detailed instructions on how to occupy Iraq, predicted many of the problems that eventually came to haunt the occupation. Although it was admired by successful commanders in Iraq, including H.R. McMaster, Updike explains why it was ignored by Pentagon officials. (22 minutes) Education • Government • Iraq • Military Nancy Updike
 
Song:
""Instrumental"", Arthur Russell
 
"
