episode-act,tags
236.21,Business
236.21,Economics
197.0,Animals
197.0,Death
197.0,History
197.0,Journalism
266.0,Business
266.0,Iraq
266.0,Jobs/Employment
593.0,Relationships
403.21,Automobiles
403.21,Business
403.21,Jobs/Employment
41.0,Housing
41.0,Presidents
459.02,Economics
459.02,Government
459.02,Politics
14.02,Family
14.02,Fathers
14.02,Jobs/Employment
14.02,Music
14.02,Radio
14.03,Family
14.03,Fathers
14.03,Love
14.03,Poetry
14.03,Radio
14.01,Childhood
14.01,Family
14.01,Fathers
14.01,Mothers
43.0,Education
43.0,Film/Film Making
43.0,Jobs/Employment
43.0,Television
43.0,Writing
63.0,Crime
63.0,Religion
63.0,Teenagers
16.01,Business
16.01,Economics
16.01,Jobs/Employment
16.02,Childhood
16.02,Family
16.02,Fathers
16.02,Jobs/Employment
16.03,Business
16.03,Economics
16.03,Jobs/Employment
511.01,Food/Drinks/Cooking
61.0,Children
61.0,Funny
61.0,Theater
511.02,Family
511.02,Health Care/Medicine
511.05,Family
511.05,Fathers
511.04,Sleep/Dreams
92.02,Family
92.02,Funny
92.02,Sexuality
92.02,Siblings
92.02,Writing
134.0,Fiction
363.0,Sports
10.02,Children
10.02,Fathers
10.02,Marriage
10.02,Parenting
10.02,Relationships
10.02,Sexuality
10.03,Funny
10.03,Mothers
10.03,Parenting
10.03,Sexuality
10.03,Theater
10.01,Family
10.01,Fathers
10.01,Marriage
10.01,Parenting
10.01,Relationships
10.01,Sexuality
10.04,Marriage
10.04,Relationships
10.04,Sexuality
305.04,Animals
305.04,Fiction
305.04,Funny
305.04,Holidays
520.02,Immigration
520.02,Jobs/Employment
222.02,Crime
222.02,Retail/Commerce
222.03,Race
222.01,Mothers
222.01,Personal Finance
222.01,Retail/Commerce
55.01,Film/Film Making
55.01,Jobs/Employment
55.01,Sexuality
222.04,Mothers
222.04,Teenagers
55.02,Jobs/Employment
55.02,Mental Health
55.02,Sexuality
47.0,Holidays
47.0,Retail/Commerce
204.0,Sexuality
315.01,Alcohol
315.01,Animals
315.01,Crime
315.01,Funny
359.01,Automobiles
359.01,Death
375.0,Economics
286.01,Live Performance
286.01,Music
286.02,Children
286.02,Crime
468.03,Parenting
548.0,Police
548.0,Race
510.04,Funny
510.04,Journalism
510.02,Fiction
208.0,Business
208.0,Jobs/Employment
510.01,Funny
510.01,Theater
76.02,Childhood
76.02,Crime
76.02,Death
76.02,Family
76.02,Fathers
76.03,Crime
76.03,Family
76.03,Housing
76.03,Neighbors/Neighborhoods
76.03,New York
76.01,Film/Film Making
76.01,Travel
220.01,Health Care/Medicine
220.01,Science
220.02,Health Care/Medicine
220.02,Sexuality
130.0,Race
130.0,Travel
361.0,Health Care/Medicine
132.0,Children
132.0,Fathers
132.0,Parenting
132.0,Travel
74.01,Television
74.02,Business
74.02,Food/Drinks/Cooking
74.02,Jobs/Employment
74.03,Business
74.03,Jobs/Employment
74.03,Love
74.03,Music
160.05,Childhood
160.05,Education
160.05,Friendship
160.05,Teenagers
160.04,Business
160.04,Jobs/Employment
160.04,Journalism
160.04,Politics
157.05,Children
157.05,Fiction
157.05,Jobs/Employment
157.05,Los Angeles
157.04,Chicago
157.04,Crime
157.04,Jobs/Employment
157.03,Children
157.03,Environment
157.02,Jobs/Employment
157.02,Television
157.01,Jobs/Employment
157.01,New York
160.02,Politics
160.02,Presidents
512.01,Legal System
512.01,Race
512.02,Legal System
512.02,Presidents
512.02,Race
295.21,Children
295.21,Fiction
295.21,Mothers
134.04,Crime
134.04,Criminal Justice
134.04,Legal System
397.04,Family
397.04,Mothers
369.0,Animals
369.0,Music
397.01,Death
134.01,Literature
134.01,Writing
134.02,Funny
134.02,Live Performance
134.03,Music
134.03,New York
134.03,Relationships
134.03,Teenagers
240.02,Personal Finance
240.02,Politics
240.03,Government
240.03,Iraq
240.01,Live Performance
240.01,Sexuality
240.01,Teenagers
218.0,Death
218.0,Theater
12.01,Animals
12.01,Art
12.01,Housing
12.01,Science
12.02,Animals
12.02,Children
12.02,Theater
12.03,Animals
12.03,Science
377.0,Economics
377.0,Journalism
216.0,Health Care/Medicine
216.0,Memory
216.0,Weddings
387.0,Criminal Justice
387.0,Legal System
387.0,Terrorism
69.0,Family
69.0,Housing
69.0,Mothers
69.0,Religion
69.0,Teenagers
379.0,Criminal Justice
379.0,Legal System
379.0,Live Performance
379.0,Teenagers
210.0,Criminal Justice
210.0,Technology
370.02,Funny
370.02,Live Performance
370.01,Health Care/Medicine
370.01,Parenting
155.01,Childhood
155.01,Family
155.01,Food/Drinks/Cooking
155.03,Friendship
155.03,Teenagers
155.03,Theater
155.02,Business
155.02,Crime
155.02,Legal System
428.02,Drugs
428.02,Health Care/Medicine
428.02,Police
428.03,Neighbors/Neighborhoods
428.01,History
428.01,Television
395.0,Automobiles
395.0,Jobs/Employment
395.0,Teenagers
502.0,Activism
502.0,Crime
502.0,Immigration
502.0,Journalism
425.02,Family
425.02,Love
368.03,Activism
368.03,Childhood
368.03,Family
368.03,Live Performance
368.03,Personal Finance
368.02,History
368.02,Race
368.01,Economics
368.01,History
359.02,Iraq
359.02,Mental Health
359.02,Military
535.02,Film/Film Making
535.02,Funny
535.01,Advertising/Marketing
162.03,Homelessness
162.03,Housing
162.03,Jobs/Employment
162.03,Mental Health
162.02,Death
162.02,Housing
162.02,Siblings
162.01,Family
162.01,Housing
457.0,Breakup
457.0,Love
457.0,Music
457.0,Pranks
376.03,Funny
376.03,History
376.03,Live Performance
376.03,Radio
383.0,Advertising/Marketing
383.0,Business
73.0,Art
214.0,Science
151.01,Education
151.01,Politics
151.01,Teenagers
455.0,Economics
151.03,Politics
151.03,Teenagers
151.02,Journalism
151.02,Politics
151.02,Presidents
50.02,Automobiles
50.02,Film/Film Making
50.02,Health Care/Medicine
50.02,Travel
50.03,Crime
50.03,Death
50.03,Family
50.03,Health Care/Medicine
50.03,Siblings
50.01,Death
50.01,Religion
50.01,Travel
426.21,Film/Film Making
426.21,Funny
426.21,Travel
234.0,Writing
313.03,Childhood
313.03,Divorce
313.03,Family
313.03,Fathers
313.03,Marriage
313.03,Sexuality
164.01,Crime
164.01,Jobs/Employment
621.02,Immigration
621.02,Politics
164.03,Children
164.03,Crime
164.03,Sports
164.02,Crime
164.02,Jobs/Employment
164.04,Children
164.04,Crime
164.04,Fiction
164.04,Police
52.02,Mental Health
52.03,Childhood
52.03,Education
52.03,Family
52.03,Mental Health
443.0,Jobs/Employment
443.0,Teenagers
232.0,Iraq
232.0,Military
391.0,Economics
391.0,Government
391.0,Health Care/Medicine
166.03,Art
166.03,Children
166.03,Family
166.03,Fathers
166.03,Health Care/Medicine
166.03,Jobs/Employment
166.03,Mental Health
166.03,Parenting
166.02,Family
166.02,Friendship
166.02,Funny
166.02,Siblings
166.01,Family
166.01,Film/Film Making
166.01,Siblings
230.0,9/11
230.0,Afghanistan
230.0,Government
230.0,Teenagers
445.0,9/11
445.0,Death
445.0,Terrorism
271.0,Education
271.0,Teenagers
393.0,Love
393.0,Marriage
393.0,Relationships
393.0,Sexuality
337.02,Fiction
337.02,History
337.01,Development
337.01,Iraq
337.01,War
447.0,Crime
447.0,Mothers
500.0,Radio
402.0,Animals
402.0,Childhood
402.0,Health Care/Medicine
402.0,Heroism
23.21,Health Care/Medicine
23.21,Theater
139.03,Government
139.03,Immigration
139.03,Politics
139.02,Government
139.02,Politics
139.02,Sexuality
139.01,Government
139.01,History
139.01,Military
139.01,Politics
139.01,Presidents
139.04,Chicago
139.04,Children
139.04,Economics
139.04,Government
139.04,Housing
139.04,Politics
357.01,Fiction
463.03,Childhood
463.02,Fiction
463.01,Crime
463.01,Government
463.01,Politics
394.21,Business
394.21,Economics
99.0,Film/Film Making
99.0,Teenagers
165.02,Paris
165.03,Paris
165.03,Race
165.03,Travel
165.01,Paris
165.01,Travel
352.02,Crime
352.02,Family
352.02,History
340.0,Education
352.01,Crime
352.01,Family
352.01,History
319.03,Family
319.02,Automobiles
319.02,Siblings
319.01,Animals
319.01,Health Care/Medicine
334.02,Addiction
334.02,Alcohol
334.02,Crime
334.02,Family
334.01,Addiction
334.01,Alcohol
334.01,Crime
334.01,Family
510.03,Funny
510.03,Police
57.03,Funny
57.03,Radio
57.03,Theater
57.02,Fiction
57.02,Jobs/Employment
57.01,Jobs/Employment
57.04,Jobs/Employment
57.04,Sexuality
483.0,Teenagers
220.04,Mothers
220.04,Siblings
220.04,Teenagers
220.04,Travel
449.0,Education
449.0,Teenagers
581.01,Crime
581.01,Police
581.01,Sexual Assault
581.02,Crime
581.02,Police
581.02,Sexual Assault
583.02,Family
583.02,Race
583.02,School
478.0,Neighbors/Neighborhoods
478.0,Politics
583.01,High School
583.04,Aging
583.04,Mental Health
372.05,Legal System
372.05,Terrorism
190.02,Film/Film Making
190.02,Jobs/Employment
190.02,Writing
190.03,Childhood
190.03,Funny
190.03,Teenagers
336.02,Development
336.02,Education
336.02,Iraq
190.01,Children
190.01,Los Angeles
190.01,Sexuality
190.01,Teenagers
1.0,Television
372.06,Government
372.06,Presidents
372.06,Radio
313.0,Criminal Justice
313.0,Film/Film Making
313.0,Mothers
313.0,Parenting
38.0,Art
38.0,Family
38.0,History
38.0,Travel
59.01,History
59.01,Neighbors/Neighborhoods
59.03,Environment
59.03,History
59.02,Health Care/Medicine
59.02,Religion
59.04,Music
236.0,Economics
236.0,Government
587.04,Love
587.04,Relationships
91.02,Live Performance
91.02,Sexuality
91.02,Theater
587.02,Friendship
587.03,Comedy
587.03,Internet
587.01,Relationships
602.04,Elections
602.04,Politics
602.05,Elections
602.05,Politics
602.06,Elections
602.06,Health Care/Medicine
602.06,Politics
602.07,Elections
602.07,Politics
124.0,Government
124.0,Immigration
124.0,Legal System
602.01,Elections
602.01,Politics
602.02,Elections
602.02,Politics
602.03,Elections
602.03,Politics
600.01,Elections
600.01,Immigration
600.01,Politics
602.08,Elections
602.08,Politics
602.08,Religion
602.09,Elections
602.09,Immigration
602.09,Politics
258.03,Religion
258.03,Travel
258.02,Religion
258.02,Sports
258.01,Politics
258.01,Television
573.03,Race
612.0,Relationships
612.0,Teenagers
132.02,Childhood
132.02,Fathers
132.02,Funny
132.02,Health Care/Medicine
132.02,Mental Health
132.02,Travel
132.03,Children
132.03,Fathers
132.03,Literature
132.03,Parenting
132.01,Fathers
132.01,Heroism
132.01,Parenting
72.02,Family
72.02,Music
72.02,Politics
72.02,Race
72.02,Travel
72.01,Crime
72.01,Family
72.01,Politics
72.01,Race
72.01,Travel
573.01,Technology
604.01,Crime
604.01,Criminal Justice
604.01,Sexual Assault
167.01,Government
167.01,Literature
167.01,Politics
167.01,Presidents
167.02,Children
167.02,Crime
167.02,Family
167.02,History
167.02,Mothers
167.02,Murder
167.02,Parenting
167.02,Politics
167.02,Presidents
167.03,Health Care/Medicine
167.03,History
167.03,Science
616.0,History
130.01,Crime
130.01,Family
130.01,Legal System
130.02,Adoption
130.02,Childhood
130.02,Family
130.02,Friendship
130.02,Mothers
130.02,Religion
130.02,Siblings
349.01,Fiction
349.01,Love
69.02,Childhood
69.02,Family
69.02,Travel
69.01,Childhood
69.01,Family
69.01,Housing
69.01,Siblings
69.01,Travel
97.0,Business
97.0,Film/Film Making
542.01,Crime
542.01,Relationships
84.0,Chicago
84.0,Government
84.0,History
84.0,Politics
84.0,Race
399.21,Mental Health
399.21,Travel
95.0,Love
95.0,Marriage
95.0,Politics
95.0,Presidents
95.0,Relationships
192.0,Jobs/Employment
473.0,Death
473.0,Religion
138.01,Automobiles
138.01,Crime
138.01,Journalism
138.02,Parenting
138.02,Race
138.02,Sports
138.03,Film/Film Making
138.03,Marriage
138.03,Television
138.04,Funny
138.04,Live Performance
138.04,Love
138.04,Technology
338.02,Activism
338.02,Childhood
338.02,Family
190.0,Criminal Justice
190.0,Music
190.0,Sexuality
190.0,Teenagers
338.01,Terrorism
192.01,Sports
192.01,Teenagers
192.01,Television
192.02,Gambling
192.02,Jobs/Employment
192.03,Jobs/Employment
142.0,History
142.0,Mothers
142.0,Politics
142.0,Presidents
142.0,Race
614.01,Politics
160.01,History
160.01,Politics
160.01,Presidents
160.01,Television
153.03,Children
153.03,Education
153.03,Jobs/Employment
153.03,Literature
153.03,Writing
153.02,Childhood
153.02,Literature
153.02,Writing
153.01,Children
153.01,Retail/Commerce
160.03,Politics
160.03,Presidents
420.0,Crime
420.0,Jobs/Employment
420.0,Police
86.0,Crime
86.0,Philadelphia
618.0,Crime
618.0,Criminal Justice
618.0,Jobs/Employment
618.0,Lying
54.02,Death
54.02,Journalism
54.02,Music
68.04,Childhood
68.04,Family
68.04,Race
68.04,Religion
54.01,Literature
54.01,Music
68.01,Government
68.01,History
409.02,Housing
409.02,Legal System
68.03,Family
68.03,Immigration
68.03,Race
68.02,Government
68.02,Journalism
68.02,Politics
68.02,Race
376.01,Economics
376.01,Education
376.01,Jobs/Employment
376.02,Politics
376.02,Religion
376.02,Terrorism
181.0,Journalism
181.0,Radio
181.0,Travel
393.21,Fiction
393.21,Relationships
183.0,Adoption
183.0,Children
183.0,Mothers
183.0,Parenting
183.0,Race
570.01,History
570.01,Israel
185.0,Religion
498.01,Activism
498.01,Immigration
498.01,Legal System
498.03,Animals
498.03,Fiction
498.02,Guns/Gun Control
498.02,Teenagers
498.0,Activism
498.0,Immigration
31.0,Funny
31.0,Live Performance
31.0,Music
31.0,Weddings
243.0,Crime
243.0,Death
243.0,Politics
230.01,9/11
230.01,Afghanistan
230.01,Government
230.01,Teenagers
207.02,Health Care/Medicine
207.02,Mothers
207.01,Film/Film Making
207.01,Iraq
207.01,Journalism
303.0,Parenting
303.0,Siblings
60.05,Death
60.05,Health Care/Medicine
60.05,Jobs/Employment
60.04,Funny
60.04,Live Performance
60.01,Death
60.01,Jobs/Employment
60.03,Death
60.03,Fiction
60.02,Death
60.02,Health Care/Medicine
264.01,Food/Drinks/Cooking
264.01,Retail/Commerce
264.02,Criminal Justice
264.02,Mental Health
264.03,Mothers
264.03,Siblings
397.02,Children
397.02,Education
259.0,Film/Film Making
259.0,Music
371.0,Retail/Commerce
371.0,Teenagers
32.0,Politics
62.03,Childhood
62.03,Family
62.03,Fathers
62.03,Food/Drinks/Cooking
62.03,Jobs/Employment
62.02,Health Care/Medicine
62.02,Jobs/Employment
62.02,Science
62.01,Automobiles
62.01,Film/Film Making
62.01,Mental Health
56.0,Family
56.0,Health Care/Medicine
62.04,Film/Film Making
62.04,Jobs/Employment
335.0,Education
8.0,Music
8.0,Television
247.0,Divorce
247.0,Love
247.0,Marriage
247.0,Music
247.0,Relationships
311.0,Animals
311.0,Technology
333.0,Education
333.0,Iraq
333.0,Military
245.0,Children
245.0,Friendship
205.04,Jobs/Employment
332.21,Teenagers
205.01,Advertising/Marketing
205.01,Food/Drinks/Cooking
205.03,Crime
205.03,Jobs/Employment
205.02,Friendship
358.0,Activism
358.0,Criminal Justice
331.0,Criminal Justice
331.0,Legal System
331.0,Terrorism
518.03,Fathers
518.01,Food/Drinks/Cooking
488.0,Education
488.0,Teenagers
290.02,Literature
290.02,Religion
290.01,Politics
290.01,Religion
397.03,Birth
354.0,Funny
354.0,Government
354.0,Religion
527.01,Politics
527.01,Writing
585.02,Psychology
438.04,Criminal Justice
438.04,Fathers
438.04,Friendship
438.03,Children
438.03,Fathers
438.03,Film/Film Making
438.03,Friendship
356.0,Criminal Justice
356.0,Legal System
356.0,Terrorism
438.01,Childhood
438.01,Death
438.01,Fathers
551.02,Funny
551.02,Live Performance
551.02,New York
350.0,Jobs/Employment
232.03,Film/Film Making
232.02,History
232.02,Politics
232.02,Race
232.01,Iraq
232.01,Military
232.01,Writing
372.0,Energy
372.0,Environment
372.0,Politics
372.0,Presidents
586.0,Politics
118.02,Live Performance
118.02,Teenagers
118.02,Theater
118.03,Funny
118.03,Journalism
118.03,Live Performance
118.03,Travel
118.01,Childhood
118.01,Funny
118.01,Live Performance
118.01,Mothers
118.01,Siblings
370.0,Jobs/Employment
370.0,Science
527.02,Education
527.02,Teenagers
201.01,9/11
201.01,Journalism
201.01,Terrorism
201.03,Race
201.03,Veterans
201.03,War
201.02,Funny
201.02,Holidays
201.02,Live Performance
201.02,Travel
446.02,Jobs/Employment
446.02,Sports
320.0,Death
320.0,Family
320.0,Iraq
320.0,War
350.01,Education
350.01,Jobs/Employment
350.02,Economics
350.02,Housing
294.03,Children
294.03,Fathers
294.02,Childhood
294.02,Fathers
294.01,Advertising/Marketing
294.01,Music
294.01,Teenagers
234.01,Friendship
234.01,Mental Health
234.03,Activism
234.02,Writing
234.04,Weddings
606.01,Fiction
606.01,Holidays
606.02,Elections
606.02,Politics
42.01,Death
42.01,Fiction
42.01,Marriage
42.01,Relationships
42.02,Health Care/Medicine
42.02,Mental Health
446.04,Fiction
324.0,Death
324.0,Family
324.0,Jobs/Employment
169.02,Childhood
169.02,Fiction
169.03,Alcohol
169.03,Chicago
169.03,Food/Drinks/Cooking
169.03,Holidays
169.03,Police
169.03,Travel
236.01,Family
236.01,Personal Finance
236.01,Radio
169.01,New York
467.02,China
467.02,Jobs/Employment
467.01,China
467.01,Government
467.01,Journalism
467.01,Music
126.02,Crime
126.02,Death
126.02,Government
126.02,History
126.02,Murder
126.02,Politics
126.01,Childhood
126.01,History
126.01,Marriage
126.01,Relationships
40.03,Funny
40.03,Love
40.03,Relationships
40.01,Children
40.01,Family
40.01,Fathers
40.01,Marriage
40.01,Parenting
40.01,Relationships
394.01,Crime
394.01,Police
136.02,Travel
136.03,Jobs/Employment
136.03,Literature
269.01,Health Care/Medicine
269.01,Mental Health
136.01,Automobiles
136.01,Travel
307.01,Alcohol
307.01,Boats
64.0,Automobiles
64.0,Childhood
64.0,Family
64.0,Health Care/Medicine
64.0,Holidays
64.0,Mothers
64.0,Travel
296.03,Economics
296.03,Natural Disasters
296.03,Television
296.02,Natural Disasters
296.02,Police
296.05,Homelessness
296.05,Housing
296.05,Natural Disasters
296.04,Natural Disasters
307.03,Environment
307.03,Government
599.21,Elections
599.21,Politics
235.06,History
235.06,Theater
235.06,War
235.04,History
235.04,War
235.05,History
235.05,Journalism
235.05,War
235.02,Iraq
235.02,Military
235.03,Food/Drinks/Cooking
235.03,Politics
235.01,Iraq
235.01,War
402.01,Children
402.01,Crime
402.01,Heroism
402.01,Police
527.0,Funny
527.0,Legal System
527.0,New York
449.03,Education
449.03,Race
449.03,Teenagers
449.02,Teenagers
449.01,Education
449.01,Teenagers
464.02,Funny
464.02,Live Performance
464.02,Music
235.0,Iraq
235.0,Television
235.0,War
449.05,Education
449.05,Teenagers
449.04,Education
449.04,Journalism
449.04,Teenagers
523.0,Childhood
523.0,Teenagers
505.0,Health Care/Medicine
249.0,Jobs/Employment
249.0,New York
474.01,Education
356.02,Criminal Justice
356.02,Legal System
356.02,Terrorism
539.0,Travel
356.01,Criminal Justice
356.01,Legal System
356.01,Politics
356.01,Terrorism
466.01,Gambling
466.01,Religion
466.02,Gambling
466.03,Gambling
466.03,Legal System
537.0,Crime
537.0,Teenagers
225.0,Family
225.0,Film/Film Making
317.01,Adoption
317.01,Parenting
317.02,Children
317.02,Mental Health
317.02,Parenting
297.04,Natural Disasters
297.05,Housing
297.05,Natural Disasters
297.02,Homelessness
297.02,Housing
297.02,Natural Disasters
297.03,Homelessness
297.03,Housing
297.03,Natural Disasters
297.01,Children
297.01,Homelessness
297.01,Natural Disasters
354.01,Business
354.01,Death
354.01,Science
354.02,Funny
354.02,Poetry
362.01,Live Performance
362.01,Police
362.01,Race
362.01,Writing
88.0,Love
362.02,Travel
362.02,Writing
239.0,Homelessness
239.0,Live Performance
239.0,Personal Finance
513.0,Advertising/Marketing
513.0,Automobiles
513.0,Business
434.21,Children
434.21,Family
528.01,Live Performance
528.01,Music
295.01,9/11
295.01,Activism
295.01,Television
480.0,Animals
480.0,Religion
262.02,Cancer
262.02,Crime
262.02,Health Care/Medicine
262.02,Personal Finance
262.01,Health Care/Medicine
262.01,Religion
262.01,Travel
397.21,Business
397.21,Economics
237.01,Business
237.01,Retail/Commerce
237.02,Activism
237.02,Politics
237.03,Breakup
237.03,Love
237.03,Relationships
237.03,Writing
340.01,Education
340.01,Iraq
340.01,Military
340.01,Religion
340.03,Education
340.03,Religion
340.02,Mental Health
576.01,Comedy
576.01,Holidays
260.01,History
260.01,Legal System
260.01,Terrorism
260.02,Government
260.02,Politics
355.01,Business
355.01,Economics
355.01,Government
355.01,Housing
27.0,Children
27.0,Education
27.0,Literature
442.01,Crime
442.01,Politics
25.0,Chicago
25.0,Sports
64.01,Fiction
64.01,Jobs/Employment
64.01,Love
64.01,Teenagers
64.02,Fiction
64.02,Jobs/Employment
64.02,Teenagers
64.02,Travel
567.01,Family
567.01,Fathers
268.01,Music
268.01,Religion
268.02,Live Performance
268.02,Sexuality
268.02,Teenagers
315.03,Animals
315.03,Fiction
315.03,Funny
315.02,Animals
315.02,Relationships
23.0,Teenagers
23.0,Theater
468.02,Economics
468.02,Journalism
428.21,Death
428.21,Fiction
428.21,Murder
468.01,Fiction
444.01,Education
444.01,Health Care/Medicine
444.01,Sexuality
179.0,Government
179.0,Police
179.0,Religion
398.0,Sports
284.0,Jobs/Employment
284.0,Sports
573.04,Love
573.04,Relationships
203.03,Iraq
203.03,Veterans
203.03,War
203.02,Food/Drinks/Cooking
203.01,Friendship
203.01,Funny
203.01,Mothers
296.01,Natural Disasters
203.04,Love
496.0,Business
496.0,Technology
313.01,Divorce
313.01,Family
313.01,Marriage
313.01,Mothers
313.01,Race
313.01,Relationships
313.02,Divorce
313.02,Family
313.02,Funny
313.02,Live Performance
313.02,Marriage
313.02,Writing
9.0,Cancer
9.0,Health Care/Medicine
539.02,Teenagers
539.01,Family
539.01,Fathers
426.01,Funny
426.01,Jobs/Employment
426.01,Journalism
426.02,Childhood
426.02,Mental Health
426.02,Travel
426.03,New York
426.03,Religion
613.0,Health Care/Medicine
120.01,History
120.01,Jobs/Employment
120.01,Race
120.01,Theater
120.03,History
120.03,Race
120.03,Theater
149.0,Health Care/Medicine
480.01,Animals
480.01,War
480.02,Activism
480.02,Animals
480.02,Food/Drinks/Cooking
480.03,Animals
396.0,Alcohol
396.0,Education
286.0,Journalism
286.0,Writing
495.0,Environment
122.02,Literature
122.02,Love
122.02,Theater
122.01,Government
122.01,Love
122.01,Music
147.0,Music
147.0,Religion
147.0,Teenagers
147.0,Television
147.0,Travel
141.0,Police
141.0,Technology
21.02,Activism
21.02,Friendship
21.02,Politics
21.02,Race
21.01,Activism
21.01,Friendship
21.01,Politics
159.0,Fiction
159.0,Mothers
159.0,Parenting
288.0,Love
288.0,Writing
326.03,Childhood
326.03,Education
326.03,Television
394.02,Religion
394.03,Crime
461.01,Business
461.01,Economics
461.01,Government
461.01,Politics
23.01,Theater
23.02,Education
23.02,Teenagers
23.02,Theater
23.03,Theater
621.0,Immigration
621.0,Politics
461.03,Economics
461.03,Politics
461.02,Economics
461.02,Politics
151.0,Politics
151.0,Presidents
151.0,Travel
264.0,Children
264.0,Siblings
264.0,Teenagers
186.01,Natural Disasters
186.01,Teenagers
186.03,Education
186.03,Teenagers
186.02,Literature
186.02,Teenagers
433.0,Business
433.0,Music
157.0,Chicago
157.0,Jobs/Employment
25.02,Chicago
25.02,Sports
25.01,Chicago
25.01,Neighbors/Neighborhoods
25.01,Sports
29.0,Government
29.0,Politics
25.04,Chicago
25.04,Music
25.04,Sports
462.21,Activism
462.21,Sexuality
30.02,Childhood
30.02,Religion
294.0,Education
145.0,Animals
145.0,Food/Drinks/Cooking
145.0,Theater
